,actual,predicted,dumb
1152,10.0,9.0,7
1153,8.0,10.0,7
1154,4.0,6.0,7
1155,5.0,1.0,7
1156,10.0,9.0,7
1157,8.0,9.0,7
1158,10.0,9.0,7
1159,10.0,9.0,7
1160,10.0,8.0,7
1161,10.0,9.0,7
1162,4.0,1.0,7
1163,10.0,9.0,7
1164,10.0,9.0,7
1165,5.0,2.0,7
1166,8.0,9.0,7
1167,10.0,9.0,7
1168,8.0,9.0,7
1169,0.0,1.0,7
1170,10.0,9.0,7
1171,8.0,10.0,7
1172,8.0,8.0,7
1173,10.0,10.0,7
1174,9.0,9.0,7
1175,1.0,2.0,7
1176,1.0,2.0,7
1177,0.0,1.0,7
1178,8.0,9.0,7
1179,10.0,10.0,7
1180,10.0,9.0,7
1181,10.0,9.0,7
1182,9.0,9.0,7
1183,10.0,9.0,7
1184,10.0,9.0,7
1185,7.0,9.0,7
1186,7.0,9.0,7
1187,8.0,9.0,7
1188,10.0,9.0,7
1189,0.0,2.0,7
1190,7.0,9.0,7
1191,10.0,10.0,7
1192,10.0,9.0,7
1193,8.0,9.0,7
1194,5.0,2.0,7
1195,10.0,9.0,7
1196,2.0,1.0,7
1197,10.0,9.0,7
1198,8.0,8.0,7
1199,9.0,9.0,7
1200,4.0,1.0,7
1201,10.0,9.0,7
1202,9.0,10.0,7
1203,9.0,9.0,7
1204,8.0,9.0,7
1205,9.0,9.0,7
1206,10.0,9.0,7
1207,10.0,9.0,7
1208,8.0,9.0,7
1209,8.0,9.0,7
1210,9.0,10.0,7
1211,10.0,9.0,7
1212,9.0,9.0,7
1213,9.0,9.0,7
1214,9.0,9.0,7
1215,10.0,8.0,7
1216,9.0,9.0,7
1217,10.0,9.0,7
1218,5.0,1.0,7
1219,2.0,2.0,7
1220,10.0,10.0,7
1221,10.0,9.0,7
1222,10.0,9.0,7
1223,10.0,6.0,7
1224,8.0,9.0,7
1225,7.0,9.0,7
1226,8.0,9.0,7
1227,10.0,9.0,7
1228,9.0,9.0,7
1229,5.0,2.0,7
1230,10.0,9.0,7
1231,9.0,9.0,7
1232,9.0,10.0,7
1233,8.0,6.0,7
1234,10.0,10.0,7
1235,10.0,9.0,7
1236,2.0,2.0,7
1237,10.0,10.0,7
1238,2.0,3.0,7
1239,10.0,10.0,7
1240,9.0,9.0,7
1241,1.0,2.0,7
1242,10.0,9.0,7
1243,1.0,1.0,7
1244,1.0,2.0,7
1245,9.0,9.0,7
1246,10.0,9.0,7
1247,6.0,10.0,7
1248,8.0,9.0,7
1249,10.0,9.0,7
1250,0.0,5.0,7
1251,9.0,10.0,7
1252,9.0,10.0,7
1253,8.0,9.0,7
1254,9.0,9.0,7
1255,10.0,9.0,7
1256,0.0,2.0,7
1257,10.0,9.0,7
1258,1.0,6.0,7
1259,10.0,10.0,7
1260,10.0,9.0,7
1261,8.0,9.0,7
1262,10.0,9.0,7
1263,6.0,9.0,7
1264,7.0,9.0,7
1265,10.0,9.0,7
1266,2.0,2.0,7
1267,7.0,9.0,7
1268,0.0,1.0,7
1269,0.0,2.0,7
1270,10.0,9.0,7
1271,1.0,1.0,7
1272,10.0,9.0,7
1273,10.0,10.0,7
1274,0.0,1.0,7
1275,6.0,9.0,7
1276,10.0,9.0,7
1277,9.0,10.0,7
1278,10.0,9.0,7
1279,1.0,2.0,7
1280,7.0,9.0,7
1281,10.0,9.0,7
1282,10.0,9.0,7
1283,0.0,2.0,7
1284,10.0,10.0,7
1285,1.0,2.0,7
1286,3.0,2.0,7
1287,10.0,9.0,7
1288,10.0,9.0,7
1289,9.0,10.0,7
1290,9.0,9.0,7
1291,10.0,9.0,7
1292,5.0,2.0,7
1293,10.0,9.0,7
1294,3.0,2.0,7
1295,10.0,10.0,7
1296,10.0,9.0,7
1297,5.0,1.0,7
1298,4.0,2.0,7
1299,0.0,1.0,7
1300,8.0,9.0,7
1301,10.0,9.0,7
1302,4.0,1.0,7
1303,4.0,1.0,7
1304,4.0,2.0,7
1305,10.0,9.0,7
1306,4.0,1.0,7
1307,10.0,10.0,7
1308,9.0,9.0,7
1309,10.0,9.0,7
1310,0.0,1.0,7
1311,9.0,9.0,7
1312,10.0,9.0,7
1313,0.0,2.0,7
1314,2.0,2.0,7
1315,10.0,9.0,7
1316,10.0,9.0,7
1317,1.0,4.0,7
1318,9.0,9.0,7
1319,10.0,9.0,7
1320,9.0,9.0,7
1321,10.0,9.0,7
1322,10.0,9.0,7
1323,10.0,9.0,7
1324,10.0,9.0,7
1325,5.0,2.0,7
1326,8.0,9.0,7
1327,10.0,10.0,7
1328,10.0,9.0,7
1329,10.0,9.0,7
1330,10.0,9.0,7
1331,2.0,5.0,7
1332,6.0,9.0,7
1333,9.0,9.0,7
1334,9.0,9.0,7
1335,10.0,9.0,7
1336,10.0,9.0,7
1337,10.0,9.0,7
1338,9.0,9.0,7
1339,9.0,9.0,7
1340,10.0,9.0,7
1341,9.0,10.0,7
1342,8.0,9.0,7
1343,8.0,8.0,7
1344,5.0,2.0,7
1345,10.0,9.0,7
1346,10.0,7.0,7
1347,7.0,9.0,7
1348,8.0,9.0,7
1349,3.0,2.0,7
1350,6.0,9.0,7
1351,9.0,9.0,7
1352,10.0,9.0,7
1353,10.0,9.0,7
1354,5.0,2.0,7
1355,3.0,2.0,7
1356,9.0,10.0,7
1357,9.0,9.0,7
1358,0.0,1.0,7
1359,10.0,9.0,7
1360,9.0,9.0,7
1361,10.0,9.0,7
1362,4.0,2.0,7
1363,5.0,1.0,7
1364,1.0,4.0,7
1365,10.0,9.0,7
1366,10.0,9.0,7
1367,0.0,3.0,7
1368,10.0,9.0,7
1369,10.0,9.0,7
1370,10.0,8.0,7
1371,10.0,7.0,7
1372,8.0,10.0,7
1373,10.0,9.0,7
1374,9.0,9.0,7
1375,5.0,2.0,7
1376,9.0,10.0,7
1377,5.0,2.0,7
1378,10.0,9.0,7
1379,10.0,8.0,7
1380,10.0,6.0,7
1381,7.0,10.0,7
1382,9.0,9.0,7
1383,10.0,9.0,7
1384,7.0,9.0,7
1385,10.0,9.0,7
1386,4.0,5.0,7
1387,10.0,9.0,7
1388,10.0,9.0,7
1389,10.0,9.0,7
1390,5.0,2.0,7
1391,1.0,2.0,7
1392,10.0,9.0,7
1393,9.0,9.0,7
1394,10.0,9.0,7
1395,8.0,9.0,7
1396,10.0,9.0,7
1397,10.0,9.0,7
1398,1.0,1.0,7
1399,10.0,9.0,7
1400,5.0,2.0,7
1401,9.0,9.0,7
1402,8.0,9.0,7
1403,10.0,9.0,7
1404,10.0,9.0,7
1405,4.0,2.0,7
1406,10.0,9.0,7
1407,10.0,9.0,7
1408,10.0,9.0,7
1409,6.0,10.0,7
1410,10.0,9.0,7
1411,9.0,9.0,7
1412,9.0,9.0,7
1413,10.0,7.0,7
1414,4.0,1.0,7
1415,10.0,9.0,7
1416,10.0,9.0,7
1417,5.0,2.0,7
1418,0.0,2.0,7
1419,10.0,9.0,7
1420,10.0,9.0,7
1421,9.0,9.0,7
1422,9.0,10.0,7
1423,10.0,9.0,7
1424,9.0,9.0,7
1425,10.0,9.0,7
1426,10.0,9.0,7
1427,10.0,9.0,7
1428,1.0,1.0,7
1429,10.0,9.0,7
1430,9.0,10.0,7
1431,9.0,9.0,7
1432,0.0,1.0,7
1433,10.0,10.0,7
1434,10.0,10.0,7
1435,9.0,9.0,7
1436,9.0,8.0,7
1437,10.0,9.0,7
1438,0.0,2.0,7
1439,2.0,2.0,7
1440,10.0,9.0,7
1441,10.0,9.0,7
1442,3.0,2.0,7
1443,10.0,9.0,7
1444,9.0,9.0,7
1445,10.0,9.0,7
1446,10.0,9.0,7
1447,10.0,9.0,7
1448,10.0,10.0,7
1449,6.0,9.0,7
1450,10.0,9.0,7
1451,10.0,9.0,7
1452,8.0,9.0,7
1453,10.0,9.0,7
1454,0.0,1.0,7
1455,10.0,9.0,7
1456,6.0,9.0,7
1457,10.0,9.0,7
1458,10.0,9.0,7
1459,10.0,9.0,7
1460,5.0,2.0,7
1461,10.0,9.0,7
1462,10.0,9.0,7
1463,10.0,9.0,7
1464,0.0,1.0,7
1465,0.0,2.0,7
1466,1.0,2.0,7
1467,6.0,9.0,7
1468,7.0,9.0,7
1469,10.0,9.0,7
1470,1.0,1.0,7
1471,3.0,5.0,7
1472,4.0,2.0,7
1473,3.0,5.0,7
1474,10.0,9.0,7
1475,10.0,9.0,7
1476,9.0,9.0,7
1477,10.0,9.0,7
1478,10.0,9.0,7
1479,7.0,9.0,7
1480,10.0,10.0,7
1481,1.0,2.0,7
1482,10.0,9.0,7
1483,9.0,9.0,7
1484,10.0,9.0,7
1485,10.0,10.0,7
1486,4.0,2.0,7
1487,10.0,10.0,7
1488,10.0,9.0,7
1489,8.0,9.0,7
1490,9.0,9.0,7
1491,8.0,9.0,7
1492,0.0,2.0,7
1493,10.0,9.0,7
1494,10.0,9.0,7
1495,10.0,9.0,7
1496,9.0,9.0,7
1497,10.0,9.0,7
1498,0.0,2.0,7
1499,0.0,2.0,7
1500,10.0,6.0,7
1501,10.0,9.0,7
1502,10.0,9.0,7
1503,4.0,2.0,7
1504,10.0,10.0,7
1505,0.0,2.0,7
1506,10.0,9.0,7
1507,10.0,9.0,7
1508,9.0,9.0,7
1509,3.0,6.0,7
1510,10.0,9.0,7
1511,5.0,2.0,7
1512,3.0,2.0,7
1513,10.0,10.0,7
1514,10.0,9.0,7
1515,6.0,9.0,7
1516,9.0,9.0,7
1517,10.0,9.0,7
1518,10.0,9.0,7
1519,9.0,9.0,7
1520,10.0,9.0,7
1521,9.0,7.0,7
1522,6.0,9.0,7
1523,2.0,2.0,7
1524,8.0,9.0,7
1525,1.0,2.0,7
1526,10.0,9.0,7
1527,10.0,9.0,7
1528,10.0,9.0,7
1529,9.0,9.0,7
1530,10.0,9.0,7
1531,10.0,9.0,7
1532,0.0,2.0,7
1533,8.0,9.0,7
1534,9.0,9.0,7
1535,10.0,9.0,7
1536,10.0,9.0,7
1537,8.0,9.0,7
1538,9.0,10.0,7
1539,6.0,10.0,7
1540,10.0,10.0,7
1541,10.0,10.0,7
1542,10.0,9.0,7
1543,10.0,9.0,7
1544,10.0,9.0,7
1545,8.0,9.0,7
1546,6.0,9.0,7
1547,10.0,9.0,7
1548,10.0,9.0,7
1549,9.0,9.0,7
1550,10.0,9.0,7
1551,10.0,10.0,7
1552,9.0,9.0,7
1553,9.0,9.0,7
1554,0.0,3.0,7
1555,1.0,1.0,7
1556,10.0,9.0,7
1557,7.0,9.0,7
1558,10.0,9.0,7
1559,10.0,9.0,7
1560,0.0,1.0,7
1561,9.0,9.0,7
1562,10.0,10.0,7
1563,9.0,9.0,7
1564,10.0,10.0,7
1565,0.0,1.0,7
1566,10.0,9.0,7
1567,9.0,9.0,7
1568,10.0,9.0,7
1569,0.0,3.0,7
1570,5.0,2.0,7
1571,9.0,9.0,7
1572,7.0,10.0,7
1573,8.0,9.0,7
1574,10.0,9.0,7
1575,10.0,9.0,7
1576,10.0,8.0,7
1577,8.0,8.0,7
1578,4.0,1.0,7
1579,1.0,1.0,7
1580,4.0,2.0,7
1581,9.0,9.0,7
1582,10.0,9.0,7
1583,4.0,2.0,7
1584,5.0,2.0,7
1585,9.0,9.0,7
1586,10.0,9.0,7
1587,10.0,9.0,7
1588,8.0,10.0,7
1589,10.0,9.0,7
1590,9.0,8.0,7
1591,0.0,2.0,7
1592,10.0,9.0,7
1593,9.0,9.0,7
1594,10.0,9.0,7
1595,3.0,1.0,7
1596,10.0,9.0,7
1597,10.0,9.0,7
1598,10.0,8.0,7
1599,3.0,3.0,7
1600,2.0,2.0,7
1601,10.0,9.0,7
1602,8.0,10.0,7
1603,7.0,9.0,7
1604,5.0,2.0,7
1605,8.0,10.0,7
1606,8.0,10.0,7
1607,10.0,9.0,7
1608,9.0,9.0,7
1609,10.0,9.0,7
1610,9.0,9.0,7
1611,0.0,1.0,7
1612,10.0,9.0,7
1613,10.0,10.0,7
1614,4.0,1.0,7
1615,7.0,9.0,7
1616,10.0,10.0,7
1617,9.0,9.0,7
1618,10.0,9.0,7
1619,9.0,9.0,7
1620,10.0,10.0,7
1621,10.0,9.0,7
1622,5.0,2.0,7
1623,9.0,8.0,7
1624,10.0,9.0,7
1625,10.0,9.0,7
1626,9.0,9.0,7
1627,10.0,9.0,7
1628,10.0,10.0,7
1629,8.0,9.0,7
1630,10.0,10.0,7
1631,10.0,9.0,7
1632,9.0,9.0,7
1633,9.0,9.0,7
1634,2.0,1.0,7
1635,3.0,1.0,7
1636,10.0,9.0,7
1637,8.0,9.0,7
1638,10.0,9.0,7
1639,8.0,10.0,7
1640,9.0,9.0,7
1641,9.0,6.0,7
1642,9.0,9.0,7
1643,9.0,9.0,7
1644,5.0,2.0,7
1645,8.0,10.0,7
1646,9.0,9.0,7
1647,10.0,9.0,7
1648,9.0,9.0,7
1649,10.0,10.0,7
1650,4.0,2.0,7
1651,9.0,9.0,7
1652,10.0,9.0,7
1653,9.0,10.0,7
1654,10.0,9.0,7
1655,7.0,10.0,7
1656,8.0,9.0,7
1657,0.0,6.0,7
1658,5.0,2.0,7
1659,10.0,9.0,7
1660,7.0,9.0,7
1661,0.0,1.0,7
1662,10.0,9.0,7
1663,10.0,9.0,7
1664,10.0,9.0,7
1665,10.0,9.0,7
1666,7.0,9.0,7
1667,4.0,2.0,7
1668,9.0,9.0,7
1669,9.0,8.0,7
1670,10.0,9.0,7
1671,9.0,9.0,7
1672,0.0,1.0,7
1673,10.0,9.0,7
1674,10.0,7.0,7
1675,8.0,9.0,7
1676,2.0,2.0,7
1677,10.0,9.0,7
1678,0.0,2.0,7
1679,9.0,9.0,7
1680,9.0,9.0,7
1681,10.0,9.0,7
1682,9.0,10.0,7
1683,0.0,3.0,7
1684,3.0,1.0,7
1685,4.0,2.0,7
1686,2.0,2.0,7
1687,10.0,6.0,7
1688,10.0,9.0,7
1689,10.0,9.0,7
1690,9.0,9.0,7
1691,6.0,9.0,7
1692,7.0,10.0,7
1693,8.0,9.0,7
1694,6.0,9.0,7
1695,10.0,9.0,7
1696,9.0,9.0,7
1697,5.0,2.0,7
1698,3.0,2.0,7
1699,10.0,9.0,7
1700,10.0,9.0,7
1701,9.0,9.0,7
1702,6.0,10.0,7
1703,9.0,9.0,7
1704,4.0,2.0,7
1705,6.0,9.0,7
1706,1.0,2.0,7
1707,10.0,9.0,7
1708,10.0,10.0,7
1709,2.0,1.0,7
1710,0.0,2.0,7
1711,9.0,10.0,7
1712,2.0,3.0,7
1713,10.0,9.0,7
1714,10.0,9.0,7
1715,0.0,2.0,7
1716,8.0,9.0,7
1717,10.0,9.0,7
1718,10.0,6.0,7
1719,7.0,9.0,7
1720,8.0,9.0,7
1721,1.0,1.0,7
1722,10.0,9.0,7
1723,10.0,9.0,7
1724,10.0,9.0,7
1725,10.0,10.0,7
1726,0.0,2.0,7
1727,3.0,2.0,7
1728,9.0,9.0,7
1729,3.0,2.0,7
1730,9.0,9.0,7
1731,10.0,9.0,7
1732,10.0,9.0,7
1733,8.0,9.0,7
1734,10.0,9.0,7
1735,10.0,10.0,7
1736,9.0,9.0,7
1737,9.0,9.0,7
1738,5.0,1.0,7
1739,10.0,9.0,7
1740,9.0,9.0,7
1741,7.0,9.0,7
1742,7.0,9.0,7
1743,10.0,9.0,7
1744,10.0,9.0,7
1745,9.0,9.0,7
1746,8.0,9.0,7
1747,8.0,6.0,7
1748,7.0,9.0,7
1749,9.0,9.0,7
1750,1.0,2.0,7
1751,0.0,4.0,7
1752,8.0,9.0,7
1753,4.0,1.0,7
1754,5.0,2.0,7
1755,9.0,9.0,7
1756,0.0,2.0,7
1757,1.0,2.0,7
1758,10.0,9.0,7
1759,0.0,6.0,7
1760,9.0,9.0,7
1761,7.0,9.0,7
1762,0.0,2.0,7
1763,0.0,1.0,7
1764,1.0,2.0,7
1765,7.0,9.0,7
1766,9.0,9.0,7
1767,10.0,10.0,7
1768,10.0,8.0,7
1769,4.0,2.0,7
1770,10.0,9.0,7
1771,8.0,9.0,7
1772,3.0,2.0,7
1773,0.0,2.0,7
1774,1.0,1.0,7
1775,9.0,9.0,7
1776,0.0,2.0,7
1777,10.0,9.0,7
1778,10.0,9.0,7
1779,10.0,9.0,7
1780,4.0,1.0,7
1781,0.0,1.0,7
1782,10.0,7.0,7
1783,0.0,2.0,7
1784,10.0,9.0,7
1785,10.0,9.0,7
1786,8.0,10.0,7
1787,8.0,10.0,7
1788,10.0,9.0,7
1789,9.0,9.0,7
1790,10.0,9.0,7
1791,9.0,9.0,7
1792,10.0,9.0,7
1793,2.0,2.0,7
1794,10.0,9.0,7
1795,10.0,9.0,7
1796,0.0,2.0,7
1797,9.0,10.0,7
1798,9.0,9.0,7
1799,8.0,9.0,7
1800,9.0,9.0,7
1801,9.0,9.0,7
1802,10.0,9.0,7
1803,3.0,1.0,7
1804,3.0,2.0,7
1805,8.0,9.0,7
1806,9.0,9.0,7
1807,1.0,2.0,7
1808,1.0,2.0,7
1809,7.0,10.0,7
1810,8.0,6.0,7
1811,10.0,9.0,7
1812,10.0,9.0,7
1813,5.0,2.0,7
1814,10.0,10.0,7
1815,8.0,9.0,7
1816,10.0,10.0,7
1817,10.0,9.0,7
1818,2.0,1.0,7
1819,1.0,1.0,7
1820,9.0,9.0,7
1821,9.0,9.0,7
1822,10.0,8.0,7
1823,10.0,10.0,7
1824,10.0,9.0,7
1825,10.0,9.0,7
1826,9.0,9.0,7
1827,9.0,9.0,7
1828,0.0,2.0,7
1829,0.0,1.0,7
1830,8.0,9.0,7
1831,10.0,9.0,7
1832,2.0,5.0,7
1833,8.0,9.0,7
1834,10.0,10.0,7
1835,4.0,2.0,7
1836,9.0,10.0,7
1837,7.0,7.0,7
1838,10.0,9.0,7
1839,7.0,10.0,7
1840,10.0,9.0,7
1841,0.0,1.0,7
1842,3.0,1.0,7
1843,8.0,10.0,7
1844,10.0,9.0,7
1845,9.0,7.0,7
1846,10.0,9.0,7
1847,1.0,1.0,7
1848,10.0,9.0,7
1849,2.0,2.0,7
1850,10.0,9.0,7
1851,10.0,9.0,7
1852,10.0,9.0,7
1853,1.0,2.0,7
1854,10.0,6.0,7
1855,9.0,9.0,7
1856,4.0,2.0,7
1857,5.0,1.0,7
1858,10.0,8.0,7
1859,10.0,10.0,7
1860,10.0,9.0,7
1861,1.0,1.0,7
1862,9.0,9.0,7
1863,10.0,9.0,7
1864,9.0,9.0,7
1865,7.0,9.0,7
1866,4.0,1.0,7
1867,0.0,2.0,7
1868,2.0,5.0,7
1869,9.0,9.0,7
1870,10.0,9.0,7
1871,9.0,9.0,7
1872,8.0,8.0,7
1873,10.0,9.0,7
1874,10.0,10.0,7
1875,10.0,9.0,7
1876,8.0,9.0,7
1877,9.0,10.0,7
1878,2.0,2.0,7
1879,0.0,1.0,7
1880,8.0,9.0,7
1881,10.0,10.0,7
1882,10.0,9.0,7
1883,2.0,2.0,7
1884,7.0,9.0,7
1885,4.0,2.0,7
1886,10.0,10.0,7
1887,5.0,2.0,7
1888,10.0,9.0,7
1889,10.0,10.0,7
1890,10.0,9.0,7
1891,9.0,10.0,7
1892,10.0,9.0,7
1893,9.0,9.0,7
1894,3.0,2.0,7
1895,10.0,9.0,7
1896,4.0,2.0,7
1897,10.0,9.0,7
1898,10.0,10.0,7
1899,10.0,9.0,7
1900,9.0,9.0,7
1901,10.0,10.0,7
1902,10.0,9.0,7
1903,9.0,10.0,7
1904,8.0,9.0,7
1905,10.0,8.0,7
1906,9.0,9.0,7
1907,1.0,2.0,7
1908,10.0,9.0,7
1909,7.0,9.0,7
1910,10.0,9.0,7
1911,0.0,2.0,7
1912,4.0,2.0,7
1913,10.0,9.0,7
1914,10.0,9.0,7
1915,10.0,9.0,7
1916,4.0,2.0,7
1917,10.0,9.0,7
1918,9.0,9.0,7
1919,10.0,9.0,7
1920,9.0,9.0,7
1921,10.0,9.0,7
1922,10.0,10.0,7
1923,0.0,1.0,7
1924,3.0,1.0,7
1925,8.0,9.0,7
1926,9.0,9.0,7
1927,6.0,9.0,7
1928,10.0,9.0,7
1929,10.0,9.0,7
1930,10.0,9.0,7
1931,10.0,9.0,7
1932,8.0,9.0,7
1933,7.0,9.0,7
1934,6.0,9.0,7
1935,7.0,9.0,7
1936,10.0,9.0,7
1937,10.0,9.0,7
1938,9.0,10.0,7
1939,9.0,9.0,7
1940,10.0,9.0,7
1941,10.0,9.0,7
1942,5.0,1.0,7
1943,4.0,2.0,7
1944,9.0,9.0,7
1945,8.0,9.0,7
1946,10.0,9.0,7
1947,9.0,10.0,7
1948,0.0,2.0,7
1949,9.0,9.0,7
1950,10.0,10.0,7
1951,10.0,9.0,7
1952,4.0,2.0,7
1953,10.0,9.0,7
1954,10.0,9.0,7
1955,9.0,9.0,7
1956,1.0,1.0,7
1957,10.0,9.0,7
1958,10.0,9.0,7
1959,10.0,6.0,7
1960,9.0,9.0,7
1961,10.0,9.0,7
1962,3.0,2.0,7
1963,7.0,9.0,7
1964,10.0,9.0,7
1965,8.0,9.0,7
1966,9.0,9.0,7
1967,9.0,9.0,7
1968,8.0,10.0,7
1969,2.0,2.0,7
1970,10.0,9.0,7
1971,6.0,9.0,7
1972,9.0,9.0,7
1973,10.0,9.0,7
1974,3.0,1.0,7
1975,7.0,9.0,7
1976,10.0,9.0,7
1977,0.0,1.0,7
1978,7.0,9.0,7
1979,10.0,9.0,7
1980,10.0,6.0,7
1981,0.0,2.0,7
1982,9.0,9.0,7
1983,10.0,9.0,7
1984,10.0,9.0,7
1985,10.0,9.0,7
1986,9.0,9.0,7
1987,2.0,1.0,7
1988,10.0,10.0,7
1989,10.0,9.0,7
1990,10.0,9.0,7
1991,9.0,9.0,7
1992,9.0,9.0,7
1993,0.0,1.0,7
1994,10.0,9.0,7
1995,3.0,2.0,7
1996,10.0,9.0,7
1997,2.0,3.0,7
1998,4.0,4.0,7
1999,10.0,9.0,7
2000,6.0,9.0,7
2001,10.0,9.0,7
2002,7.0,9.0,7
2003,10.0,9.0,7
2004,2.0,2.0,7
2005,10.0,6.0,7
2006,1.0,1.0,7
2007,10.0,9.0,7
2008,9.0,10.0,7
2009,10.0,10.0,7
2010,2.0,2.0,7
2011,10.0,9.0,7
2012,10.0,8.0,7
2013,10.0,9.0,7
2014,9.0,9.0,7
2015,8.0,9.0,7
2016,9.0,10.0,7
2017,4.0,2.0,7
2018,10.0,9.0,7
2019,10.0,9.0,7
2020,10.0,9.0,7
2021,8.0,9.0,7
2022,0.0,1.0,7
2023,8.0,8.0,7
2024,0.0,1.0,7
2025,10.0,9.0,7
2026,10.0,9.0,7
2027,10.0,9.0,7
2028,9.0,9.0,7
2029,8.0,9.0,7
2030,10.0,6.0,7
2031,10.0,9.0,7
2032,10.0,9.0,7
2033,1.0,1.0,7
2034,10.0,9.0,7
2035,8.0,9.0,7
2036,10.0,9.0,7
2037,4.0,2.0,7
2038,10.0,9.0,7
2039,10.0,9.0,7
2040,5.0,2.0,7
2041,8.0,9.0,7
2042,4.0,5.0,7
2043,7.0,9.0,7
2044,10.0,9.0,7
2045,3.0,1.0,7
2046,9.0,6.0,7
2047,10.0,10.0,7
2048,10.0,10.0,7
2049,9.0,9.0,7
2050,10.0,9.0,7
2051,10.0,9.0,7
2052,10.0,9.0,7
2053,10.0,10.0,7
2054,9.0,9.0,7
2055,0.0,2.0,7
2056,10.0,9.0,7
2057,0.0,2.0,7
2058,4.0,1.0,7
2059,9.0,9.0,7
2060,0.0,2.0,7
2061,10.0,9.0,7
2062,10.0,9.0,7
2063,10.0,9.0,7
2064,0.0,1.0,7
2065,10.0,9.0,7
2066,5.0,2.0,7
2067,8.0,9.0,7
2068,5.0,2.0,7
2069,9.0,9.0,7
2070,10.0,9.0,7
2071,0.0,1.0,7
2072,6.0,9.0,7
2073,0.0,1.0,7
2074,5.0,2.0,7
2075,10.0,9.0,7
2076,4.0,1.0,7
2077,0.0,2.0,7
2078,10.0,9.0,7
2079,10.0,10.0,7
2080,0.0,1.0,7
2081,10.0,9.0,7
2082,5.0,2.0,7
2083,9.0,9.0,7
2084,9.0,9.0,7
2085,10.0,10.0,7
2086,10.0,9.0,7
2087,9.0,9.0,7
2088,4.0,2.0,7
2089,10.0,9.0,7
2090,3.0,1.0,7
2091,10.0,9.0,7
2092,10.0,9.0,7
2093,10.0,10.0,7
2094,0.0,2.0,7
2095,10.0,9.0,7
2096,8.0,9.0,7
2097,10.0,9.0,7
2098,5.0,2.0,7
2099,0.0,2.0,7
2100,1.0,2.0,7
2101,10.0,9.0,7
2102,7.0,9.0,7
2103,6.0,9.0,7
2104,0.0,2.0,7
2105,1.0,1.0,7
2106,10.0,9.0,7
2107,4.0,1.0,7
2108,4.0,2.0,7
2109,10.0,9.0,7
2110,8.0,10.0,7
2111,7.0,9.0,7
2112,0.0,2.0,7
2113,10.0,9.0,7
2114,10.0,9.0,7
2115,8.0,9.0,7
2116,1.0,2.0,7
2117,8.0,9.0,7
2118,9.0,10.0,7
2119,10.0,9.0,7
2120,0.0,4.0,7
2121,10.0,9.0,7
2122,10.0,9.0,7
2123,10.0,7.0,7
2124,10.0,9.0,7
2125,8.0,9.0,7
2126,8.0,9.0,7
2127,10.0,9.0,7
2128,9.0,7.0,7
2129,10.0,9.0,7
2130,1.0,2.0,7
2131,0.0,2.0,7
2132,5.0,2.0,7
2133,0.0,2.0,7
2134,9.0,9.0,7
2135,10.0,9.0,7
2136,9.0,10.0,7
2137,10.0,9.0,7
2138,10.0,9.0,7
2139,9.0,10.0,7
2140,9.0,7.0,7
2141,10.0,9.0,7
2142,10.0,9.0,7
2143,1.0,1.0,7
2144,10.0,6.0,7
2145,10.0,9.0,7
2146,10.0,9.0,7
2147,10.0,9.0,7
2148,5.0,2.0,7
2149,9.0,9.0,7
2150,10.0,9.0,7
2151,10.0,9.0,7
2152,10.0,10.0,7
2153,0.0,3.0,7
2154,8.0,9.0,7
2155,7.0,9.0,7
2156,10.0,9.0,7
2157,10.0,9.0,7
2158,10.0,9.0,7
2159,1.0,2.0,7
2160,8.0,10.0,7
2161,10.0,9.0,7
2162,10.0,9.0,7
2163,0.0,4.0,7
2164,10.0,9.0,7
2165,9.0,9.0,7
2166,9.0,9.0,7
2167,6.0,9.0,7
2168,10.0,9.0,7
2169,1.0,1.0,7
2170,10.0,9.0,7
2171,4.0,1.0,7
2172,5.0,4.0,7
2173,9.0,9.0,7
2174,9.0,9.0,7
2175,10.0,9.0,7
2176,0.0,1.0,7
2177,10.0,7.0,7
2178,9.0,10.0,7
2179,9.0,10.0,7
2180,10.0,9.0,7
2181,5.0,1.0,7
2182,10.0,9.0,7
2183,9.0,9.0,7
2184,4.0,2.0,7
2185,9.0,9.0,7
2186,6.0,9.0,7
2187,8.0,9.0,7
2188,9.0,9.0,7
2189,10.0,6.0,7
2190,10.0,10.0,7
2191,10.0,9.0,7
2192,0.0,4.0,7
2193,8.0,9.0,7
2194,1.0,1.0,7
2195,10.0,9.0,7
2196,10.0,9.0,7
2197,10.0,10.0,7
2198,9.0,9.0,7
2199,10.0,9.0,7
2200,5.0,2.0,7
2201,10.0,9.0,7
2202,8.0,9.0,7
2203,9.0,9.0,7
2204,2.0,1.0,7
2205,10.0,9.0,7
2206,7.0,9.0,7
2207,10.0,9.0,7
2208,9.0,9.0,7
2209,10.0,9.0,7
2210,0.0,2.0,7
2211,8.0,9.0,7
2212,9.0,6.0,7
2213,9.0,9.0,7
2214,10.0,9.0,7
2215,10.0,10.0,7
2216,10.0,6.0,7
2217,9.0,9.0,7
2218,10.0,9.0,7
2219,6.0,9.0,7
2220,10.0,9.0,7
2221,0.0,1.0,7
2222,8.0,10.0,7
2223,10.0,9.0,7
2224,10.0,9.0,7
2225,10.0,8.0,7
2226,8.0,9.0,7
2227,10.0,9.0,7
